ticker,as_of_date,last_close,hv20,hv60,hv90,atr_pct,avg_daily_dollar_volume_20d,gap_freq_3pct,gap_freq_5pct,price_return_20d,price_return_60d,realized_move_mean_abs_20d,beta_spy_60d,beta_spy_120d,beta_qqq_60d,beta_qqq_120d,atm_front_month_iv,atm_30_45d_iv,avg_near_dated_liquid_iv,put_skew,call_skew,avg_option_spread_pct,total_option_volume,total_option_open_interest,liquid_expiration_count,liquid_contract_count,put_candidate_count,call_candidate_count,avg_put_premium_yield_annualized,avg_call_premium_yield_annualized,best_put_premium_yield_annualized,best_call_premium_yield_annualized,iv_rank_1y,iv_percentile_1y,iv_persistence_ratio_90d,sector,industry,theme_cluster,market_cap,shares_outstanding,is_etf,is_leveraged_etf,is_chinese_adr,next_earnings_date,earnings_within_7d,biotech_or_pharma,binary_event_risk,iv_to_hv20,iv_to_hv60,iv_minus_hv20,iv_minus_hv60,tradability_balance,eligible,exclusion_reasons
APP,2025-10-10,142.3003,0.5130708555639901,0.5404618160634305,0.5692183926131232,0.1391147052094359,969938377.9794449,0.025,0.0,-0.10880508737825167,-0.4681790084007358,0.027139884429234283,1.7553753597072563,1.4877009762739852,1.2333163119745436,1.092863980385333,0.8208,0.7718,0.7902166666666667,0.06517499999999998,0.08267500000000005,0.11946171140472664,313780,1679736,10,458,13,6,0.40977596205708594,0.3527576117892654,0.5704574226544046,0.4158986365423958,0.0,0.5,0.5,Communication Services,Advertising Agencies,Ad Tech,43000000000.0,365000000.0,False,False,False,2025-10-27,False,False,False,1.5997790385067583,1.5187011840697142,0.30772914443600985,0.23133818393656957,9.5,True,
BTDR,2025-10-10,64.4212,0.7274897655622903,0.8547411650367407,0.888487009567453,0.17977544659211564,927531328.112615,0.058333333333333334,0.016666666666666666,0.43057446199010907,1.3211501044894427,0.04100740445768209,1.2190661592887875,1.2204481680758787,1.1195987243035481,1.1008040120361484,1.0692,1.0299999999999998,,0.1071000000000002,0.12860000000000005,,71467,362231,0,3,0,0,,,,,1.0,1.0,0.5,Information Technology,Bitcoin Mining,BTC Miners,2600000000.0,192000000.0,False,False,True,2025-11-14,False,False,False,1.4697113974841907,1.2509050034510047,0.34171023443770965,0.1752588349632591,0.0,False,Chinese ADR excluded
CIFR,2025-10-10,27.9895,0.8137343363478845,0.8036603444703238,0.940839485478496,0.20731524321620606,650028909.7658651,0.09166666666666666,0.016666666666666666,0.04634427173287281,0.7647411162391868,0.03998698079356134,1.4944787053349293,2.440051794803339,1.4957028529775733,2.1324942347989326,1.14205,1.10285,1.09795,0.12535000000000007,0.15328333333333322,0.13176143293114978,58865,288063,6,35,1,0,0.7818462538599056,,0.7818462538599056,,0.0,0.5,0.5,Information Technology,Bitcoin Mining,BTC Miners,1400000000.0,240000000.0,False,False,False,2025-10-28,False,False,False,1.403467875185932,1.4210605361556095,0.3283156636521155,0.29918965552967636,0.5,True,
CLSK,2025-10-10,46.8639,0.605407645948289,0.7167597572697929,0.7389217357095305,0.13158910315677042,1336933464.31978,0.058333333333333334,0.025,0.346981185221805,0.5011243081180812,0.02989304453860523,1.3029851456981643,1.3660338609206277,0.9882745118721278,1.1692878986475643,1.03225,0.98815,1.0046285714285714,0.09134999999999993,0.11289999999999989,0.1270260774144082,241098,1433852,10,262,6,0,0.6327165513362598,,0.8167910043797056,,0.0,0.5,0.5,Information Technology,Bitcoin Mining,BTC Miners,3800000000.0,215000000.0,False,False,False,2025-10-26,False,False,False,1.7050494933593385,1.4401617690311461,0.4268423540517109,0.27139024273020707,3.0,True,
HIMS,2025-10-10,43.9165,0.3367535101944716,0.4077845303001947,0.4333065338964159,0.10416260728557931,611317574.9393752,0.0,0.0,-0.09018870973422366,0.12088789972460501,0.01827999436644423,1.3463289327187942,1.4450162350718967,1.0691856960038044,1.1526290779037183,0.64245,0.59835,0.608574074074074,0.037249999999999894,0.05249999999999988,0.12699400353495677,191362,1098242,10,206,4,0,0.36653769207171966,,0.41325514269452807,,1.0,1.0,0.5,Healthcare,Health Information Services,Consumer Health,8100000000.0,225000000.0,False,False,False,2025-10-29,False,False,False,1.9077752140697566,1.575464374597668,0.3056964898055284,0.19056546969980537,2.0,True,
IREN,2025-10-10,39.1933,1.1906319849796536,0.9684020459599654,1.027392148390002,0.2502705455123343,1398743362.4301,0.08333333333333333,0.03333333333333333,0.22117670518808397,1.1175037278758673,0.05661478294764342,1.449165942137396,2.0818517328307404,1.2819579542130088,1.708909554569283,1.21835,1.17915,1.174925,0.12741666666666673,0.1499166666666667,0.12897978596546217,66457,439975,10,79,4,0,0.8252545450727479,,0.9691400999483027,,1.0,1.0,0.5,Information Technology,Bitcoin Mining,BTC Miners,2000000000.0,185000000.0,False,False,False,2025-11-01,False,False,False,1.0232800860131606,1.2581034964587092,0.02771801502034643,0.21074795404003455,2.0,True,
MARA,2025-10-10,259.6918,1.1127370795021196,1.0677873938324702,1.0338193517490741,0.21074693155502028,14307293510.553629,0.075,0.008333333333333333,0.2935113192040446,1.3988409085030833,0.0572987276799405,2.2210381095661567,1.9868786538858307,1.8881685889247597,1.5901881507352473,1.0976,1.0584,1.0655625,0.10559999999999992,0.1263749999999999,0.10571805025485954,174741,979162,10,251,9,1,0.6330735702090687,0.5327937811802471,0.8853934774902518,0.5327937811802471,1.0,1.0,0.5,Information Technology,Bitcoin Mining,BTC Miners,6200000000.0,255000000.0,False,False,False,2025-10-25,False,False,False,0.9863965353712374,1.0279199832660761,-0.015137079502119732,-0.009387393832470226,5.0,True,
NVDA,2025-10-10,736.2511,0.5555184443853187,0.5179937033408331,0.5114352070546817,0.16078659460455433,51239239039.606064,0.008333333333333333,0.0,0.07442950614696797,0.16938182558614723,0.029360225745614914,1.7399556773412872,1.5521507048852852,1.5073027013372464,1.2545179436514518,0.58185,0.53775,0.5480750000000001,0.034050000000000025,0.044850000000000056,0.07499281602927642,390389,2232212,10,599,11,16,0.23478411546269468,0.16301346707302528,0.3697953541606216,0.2675839888732423,0.0,0.5,0.5,Technology,Semiconductors,AI Infra,1980000000000.0,2450000000.0,False,False,False,2025-10-31,False,False,False,1.0473999664292284,1.1232762024853231,0.026331555614681257,0.019756296659166894,13.5,True,
OKLO,2025-10-10,29.489,0.7880481110287365,0.7432599589758141,0.7928393078828008,0.18032002247811532,388187755.77228004,0.058333333333333334,0.016666666666666666,0.029000729292795402,0.7195955402127261,0.040850637687182376,1.2578029670989728,1.4485979494436085,1.069071786167924,0.9098787502289142,1.0158,0.9717,0.9795499999999999,0.10614999999999997,0.10650000000000004,0.1411485106943152,94141,474677,0,13,0,0,,,,,1.0,1.0,0.5,Utilities,Utilities - Regulated Electric,Nuclear,3700000000.0,142000000.0,False,False,False,2025-10-18,False,False,False,1.2890075945667212,1.3666819902416598,0.22775188897126353,0.2284400410241859,0.0,True,
PLTR,2025-10-10,37.5001,0.40809865568168974,0.46420609520503053,0.5167437578694201,0.12063224974257213,3083524241.19966,0.025,0.0,0.06892403818471537,0.16873714392569994,0.022027781453636368,0.7471681865553749,1.2923292996089795,0.6945191428834607,1.0499112534508466,0.69335,0.64925,0.6605916666666666,0.04574999999999996,0.06555,0.09934189655916588,248390,1467997,10,404,11,12,0.3018533425645861,0.2218272099321358,0.4790507179010433,0.32138600796184424,1.0,1.0,0.5,Technology,Software - Infrastructure,AI Infra,65000000000.0,2320000000.0,False,False,False,2025-10-30,False,False,False,1.6989764370623206,1.493625368477252,0.2852513443183103,0.18504390479496946,11.5,True,
