ticker,date,open,high,low,close,volume
APP,2024-08-08,119.5768,127.1726,113.913,120.8144,7235109
APP,2024-08-09,118.7617,133.3133,100.3916,112.8344,9000690
APP,2024-08-12,112.8901,116.7454,110.7443,114.3307,5866088
APP,2024-08-13,114.0416,114.8013,113.6073,114.3176,4831175
APP,2024-08-14,116.4819,122.3243,110.685,115.9177,4285866
APP,2024-08-15,115.66,120.7217,108.8108,113.2723,7740844
APP,2024-08-16,113.1117,134.4786,101.8142,121.0453,7719395
APP,2024-08-19,120.9918,122.2006,119.6318,120.7172,3692025
APP,2024-08-20,121.4793,127.2634,117.4891,122.7822,4966731
APP,2024-08-21,120.3478,127.2002,115.8055,122.0806,5503518
APP,2024-08-22,121.4162,130.4049,108.9266,116.7024,8705107
APP,2024-08-23,115.8089,127.5965,99.4037,109.428,11321960
APP,2024-08-26,110.8544,120.3914,96.9726,105.1112,8038605
APP,2024-08-27,106.635,128.3109,93.7871,113.1617,8277209
APP,2024-08-28,114.2978,121.469,103.0748,109.2435,4835734
APP,2024-08-29,107.9039,112.1379,105.3164,109.2277,3618965
APP,2024-08-30,112.2591,127.0056,101.5034,114.7857,9771940
APP,2024-09-02,115.2835,120.5026,107.2275,111.7821,6857810
APP,2024-09-03,110.6853,131.4743,100.4005,119.1707,7315861
APP,2024-09-04,117.1739,129.3829,110.9809,122.2062,6847621
APP,2024-09-05,123.3869,131.4976,117.5046,124.8825,7810964
APP,2024-09-06,122.4212,133.8774,116.8462,127.4296,8165472
APP,2024-09-09,127.0491,130.9724,124.2353,127.8268,3286297
APP,2024-09-10,131.0269,148.3614,104.7453,118.9027,6662507
APP,2024-09-11,116.8452,122.3881,112.7426,117.7927,6391542
APP,2024-09-12,120.0995,126.9636,109.4775,115.4142,6022955
APP,2024-09-13,112.9971,128.0825,105.6699,119.4744,8379913
APP,2024-09-16,120.0972,153.5046,102.8671,132.399,13600882
APP,2024-09-17,132.0368,134.1081,130.5083,132.4051,3549690
APP,2024-09-18,132.5316,145.5843,114.1486,125.2506,7285947
APP,2024-09-19,123.3828,141.9356,113.6343,130.4808,4919643
APP,2024-09-20,132.6028,142.2771,125.332,134.1069,5695046
APP,2024-09-23,131.7132,138.074,125.6685,131.3787,7896042
APP,2024-09-24,128.1403,135.7322,124.8627,131.9813,5445586
APP,2024-09-25,132.9086,138.1212,125.8733,130.4789,4550473
APP,2024-09-26,130.1899,141.0828,123.7773,133.7622,4327931
APP,2024-09-27,131.5753,152.6744,121.3285,140.5154,6611153
APP,2024-09-30,142.1283,151.3555,128.4271,136.3966,4519811
APP,2024-10-01,135.2377,147.1211,128.8313,139.7647,8134002
APP,2024-10-02,140.1397,149.5347,127.0585,135.217,8599600
APP,2024-10-03,137.0952,150.0671,117.0446,127.9397,7516261
APP,2024-10-04,124.8375,135.7743,113.183,122.8711,7152388
APP,2024-10-07,122.5126,126.9777,116.6655,120.6221,5715909
APP,2024-10-08,118.3797,146.9386,104.2784,129.7638,9380706
APP,2024-10-09,131.392,135.2072,127.1188,130.5299,5417938
APP,2024-10-10,130.8758,148.6583,120.6245,136.7562,9061478
APP,2024-10-11,135.2462,155.9068,124.6815,143.4557,9767826
APP,2024-10-14,141.4999,150.3228,131.2911,139.0969,8237680
APP,2024-10-15,141.9239,150.9742,128.1126,135.9129,4467541
APP,2024-10-16,135.1523,141.569,127.1669,132.8432,4036356
APP,2024-10-17,131.9287,150.6143,122.6236,139.6687,9351993
APP,2024-10-18,137.3961,148.1549,132.2798,142.2686,6843887
APP,2024-10-21,142.0473,158.9327,132.4882,147.8757,5874758
APP,2024-10-22,147.3907,150.4815,144.2172,146.9914,5064754
APP,2024-10-23,151.9346,160.7136,141.9986,149.7881,6821734
APP,2024-10-24,154.1324,182.5079,135.1217,160.5108,9272346
APP,2024-10-25,163.3475,170.8501,156.6571,163.4133,6719507
APP,2024-10-28,164.8451,174.4638,149.601,157.8928,6108107
APP,2024-10-29,160.3431,188.0028,144.2618,169.153,8435183
APP,2024-10-30,169.4268,175.2738,162.1285,167.3255,5428665
APP,2024-10-31,168.0548,184.5638,143.7247,157.6642,6657142
APP,2024-11-01,155.333,163.4978,146.637,153.9184,5858422
APP,2024-11-04,152.3574,176.2618,140.4311,162.158,6050653
APP,2024-11-05,165.8266,178.1419,155.5177,166.6319,6950116
APP,2024-11-06,168.764,177.0454,155.7072,162.9015,8095379
APP,2024-11-07,165.1143,172.0245,158.7212,164.9336,6319188
APP,2024-11-08,163.2008,170.63,154.4506,161.0488,4544284
