ticker,as_of_date,expiration,dte,option_type,strike,bid,ask,mid,mark,volume,open_interest,implied_vol,delta,underlying_price
APP,2025-11-14,2025-11-21,7,call,58.96,44.2358,52.3306,48.2832,48.2832,5,105,0.9012,1.0,107.1956
APP,2025-11-14,2025-11-21,7,call,61.96,40.9902,49.5809,45.2855,45.2855,21,141,0.8962,1.0,107.1956
APP,2025-11-14,2025-11-21,7,call,64.96,38.7263,45.8495,42.2879,42.2879,21,295,0.8911,1.0,107.1956
APP,2025-11-14,2025-11-21,7,call,67.96,36.2743,42.3064,39.2904,39.2904,27,360,0.8861,0.9999,107.1956
APP,2025-11-14,2025-11-21,7,call,70.96,32.9886,39.5981,36.2934,36.2934,39,460,0.881,0.9997,107.1956
APP,2025-11-14,2025-11-21,7,call,73.96,30.4768,36.1192,33.298,33.298,24,1028,0.876,0.9991,107.1956
APP,2025-11-14,2025-11-21,7,call,76.96,27.6358,32.9777,30.3067,30.3067,117,665,0.871,0.9976,107.1956
APP,2025-11-14,2025-11-21,7,call,79.96,25.4319,29.2184,27.3252,27.3252,204,1870,0.8659,0.994,107.1956
APP,2025-11-14,2025-11-21,7,call,82.96,22.3209,26.4064,24.3637,24.3637,146,2616,0.8609,0.9867,107.1956
APP,2025-11-14,2025-11-21,7,call,85.96,19.8808,22.9988,21.4398,21.4398,277,1783,0.8559,0.9731,107.1956
APP,2025-11-14,2025-11-21,7,call,88.96,17.2906,19.8695,18.58,18.58,222,4316,0.8508,0.9503,107.1956
APP,2025-11-14,2025-11-21,7,call,91.96,14.9787,16.661,15.8199,15.8199,386,3299,0.8458,0.9153,107.1956
APP,2025-11-14,2025-11-21,7,call,94.96,12.5471,13.8577,13.2024,13.2024,1163,5913,0.8407,0.8656,107.1956
APP,2025-11-14,2025-11-21,7,call,97.96,10.0944,11.4536,10.774,10.774,576,5101,0.8357,0.8004,107.1956
APP,2025-11-14,2025-11-21,7,call,100.96,8.1447,9.0123,8.5785,8.5785,1753,5289,0.8307,0.7209,107.1956
APP,2025-11-14,2025-11-21,7,call,103.96,6.2846,7.017,6.6508,6.6508,3949,10674,0.8256,0.6301,107.1956
APP,2025-11-14,2025-11-21,7,call,106.96,4.7526,5.2707,5.0117,5.0117,7026,23722,0.8206,0.5331,107.1956
APP,2025-11-14,2025-11-21,7,call,109.96,3.5445,3.9421,3.7433,3.7433,1624,16682,0.829,0.4374,107.1956
APP,2025-11-14,2025-11-21,7,call,112.96,2.6131,2.8882,2.7506,2.7506,2452,7697,0.8385,0.3497,107.1956
APP,2025-11-14,2025-11-21,7,call,115.96,1.8893,2.09,1.9897,1.9897,1280,11151,0.848,0.273,107.1956
APP,2025-11-14,2025-11-21,7,call,118.96,1.3258,1.5136,1.4197,1.4197,868,3848,0.8575,0.2087,107.1956
APP,2025-11-14,2025-11-21,7,call,121.96,0.9377,1.065,1.0014,1.0014,489,6397,0.867,0.1567,107.1956
APP,2025-11-14,2025-11-21,7,call,124.96,0.6606,0.7385,0.6996,0.6996,514,4418,0.8765,0.1158,107.1956
APP,2025-11-14,2025-11-21,7,call,127.96,0.4549,0.5153,0.4851,0.4851,388,1517,0.8861,0.0845,107.1956
APP,2025-11-14,2025-11-21,7,call,130.96,0.3122,0.3566,0.3344,0.3344,183,1270,0.8956,0.061,107.1956
APP,2025-11-14,2025-11-21,7,call,133.96,0.2146,0.2446,0.2296,0.2296,181,1531,0.9051,0.0437,107.1956
APP,2025-11-14,2025-11-21,7,call,136.96,0.1438,0.1707,0.1572,0.1572,99,852,0.9146,0.0311,107.1956
APP,2025-11-14,2025-11-21,7,call,139.96,0.0986,0.1165,0.1075,0.1075,96,984,0.9241,0.022,107.1956
APP,2025-11-14,2025-11-21,7,call,142.96,0.0669,0.0802,0.0736,0.0736,18,561,0.9336,0.0155,107.1956
APP,2025-11-14,2025-11-21,7,call,145.96,0.0465,0.0565,0.0515,0.0515,16,396,0.9431,0.011,107.1956
APP,2025-11-14,2025-11-21,7,call,148.96,0.031,0.041,0.036,0.036,8,451,0.9527,0.0077,107.1956
APP,2025-11-14,2025-11-21,7,call,151.96,0.0217,0.0317,0.0267,0.0267,20,357,0.9622,0.0054,107.1956
APP,2025-11-14,2025-11-21,7,call,154.96,0.0148,0.0248,0.0198,0.0198,10,168,0.9717,0.0038,107.1956
APP,2025-11-14,2025-11-21,7,call,157.96,0.0104,0.0204,0.0154,0.0154,3,194,0.9812,0.0027,107.1956
APP,2025-11-14,2025-11-21,7,put,58.96,0.01,0.02,0.015,0.015,13,174,1.0362,-0.0,107.1956
APP,2025-11-14,2025-11-21,7,put,61.96,0.01,0.02,0.015,0.015,5,249,1.0228,-0.0,107.1956
APP,2025-11-14,2025-11-21,7,put,64.96,0.01,0.02,0.015,0.015,22,359,1.0093,-0.0001,107.1956
APP,2025-11-14,2025-11-21,7,put,67.96,0.01,0.02,0.015,0.015,36,426,0.9959,-0.0004,107.1956
APP,2025-11-14,2025-11-21,7,put,70.96,0.01,0.02,0.015,0.015,50,925,0.9825,-0.0009,107.1956
APP,2025-11-14,2025-11-21,7,put,73.96,0.01,0.02,0.015,0.015,39,968,0.969,-0.0023,107.1956
APP,2025-11-14,2025-11-21,7,put,76.96,0.0215,0.0315,0.0265,0.0265,147,726,0.9556,-0.005,107.1956
APP,2025-11-14,2025-11-21,7,put,79.96,0.0471,0.0571,0.0521,0.0521,71,1508,0.9422,-0.0102,107.1956
APP,2025-11-14,2025-11-21,7,put,82.96,0.0946,0.1115,0.1031,0.1031,222,2494,0.9287,-0.0195,107.1956
APP,2025-11-14,2025-11-21,7,put,85.96,0.1826,0.2122,0.1974,0.1974,432,1446,0.9153,-0.035,107.1956
APP,2025-11-14,2025-11-21,7,put,88.96,0.3318,0.3828,0.3573,0.3573,465,2899,0.9019,-0.0592,107.1956
APP,2025-11-14,2025-11-21,7,put,91.96,0.5713,0.6562,0.6138,0.6138,833,4142,0.8884,-0.0944,107.1956
APP,2025-11-14,2025-11-21,7,put,94.96,0.9483,1.0597,1.004,1.004,575,7343,0.875,-0.1429,107.1956
APP,2025-11-14,2025-11-21,7,put,97.96,1.4711,1.6673,1.5692,1.5692,1990,8747,0.8616,-0.2057,107.1956
APP,2025-11-14,2025-11-21,7,put,100.96,2.2137,2.4871,2.3504,2.3504,928,5829,0.8481,-0.2824,107.1956
APP,2025-11-14,2025-11-21,7,put,103.96,3.1964,3.5713,3.3838,3.3838,4822,7744,0.8347,-0.3708,107.1956
APP,2025-11-14,2025-11-21,7,put,106.96,4.4736,4.9175,4.6956,4.6956,7117,19862,0.8213,-0.4669,107.1956
APP,2025-11-14,2025-11-21,7,put,109.96,6.071,6.7226,6.3968,6.3968,3400,17734,0.8248,-0.5631,107.1956
APP,2025-11-14,2025-11-21,7,put,112.96,7.9622,8.7953,8.3787,8.3787,3206,7395,0.8299,-0.6523,107.1956
APP,2025-11-14,2025-11-21,7,put,115.96,10.0031,11.1937,10.5984,10.5984,1514,11848,0.8349,-0.7308,107.1956
APP,2025-11-14,2025-11-21,7,put,118.96,12.1779,13.8545,13.0162,13.0162,509,8311,0.84,-0.7968,107.1956
APP,2025-11-14,2025-11-21,7,put,121.96,14.6843,16.5006,15.5925,15.5925,1195,6231,0.845,-0.8502,107.1956
APP,2025-11-14,2025-11-21,7,put,124.96,16.9041,19.6776,18.2908,18.2908,529,2670,0.85,-0.892,107.1956
APP,2025-11-14,2025-11-21,7,put,127.96,19.7193,22.4411,21.0802,21.0802,458,3930,0.8551,-0.9236,107.1956
APP,2025-11-14,2025-11-21,7,put,130.96,22.2646,25.6067,23.9357,23.9357,265,2588,0.8601,-0.9468,107.1956
APP,2025-11-14,2025-11-21,7,put,133.96,25.02,28.6554,26.8377,26.8377,214,1717,0.8651,-0.9636,107.1956
APP,2025-11-14,2025-11-21,7,put,136.96,27.733,31.8112,29.7721,29.7721,59,1368,0.8702,-0.9754,107.1956
APP,2025-11-14,2025-11-21,7,put,139.96,29.6709,35.7858,32.7283,32.7283,109,594,0.8752,-0.9836,107.1956
APP,2025-11-14,2025-11-21,7,put,142.96,32.6572,38.7411,35.6992,35.6992,34,972,0.8803,-0.9891,107.1956
APP,2025-11-14,2025-11-21,7,put,145.96,35.0389,42.3204,38.6797,38.6797,52,500,0.8853,-0.9929,107.1956
APP,2025-11-14,2025-11-21,7,put,148.96,37.4897,45.8431,41.6664,41.6664,15,395,0.8903,-0.9953,107.1956
APP,2025-11-14,2025-11-21,7,put,151.96,41.1642,48.1502,44.6572,44.6572,17,264,0.8954,-0.997,107.1956
APP,2025-11-14,2025-11-21,7,put,154.96,43.377,51.924,47.6505,47.6505,14,297,0.9004,-0.9981,107.1956
APP,2025-11-14,2025-11-21,7,put,157.96,45.8573,55.4335,50.6454,50.6454,2,113,0.9054,-0.9987,107.1956
APP,2025-11-14,2025-11-28,14,call,58.96,43.4759,53.183,48.3295,48.3295,4,182,0.8914,0.9998,107.1956
APP,2025-11-14,2025-11-28,14,call,61.96,40.7697,49.9022,45.336,45.336,4,241,0.8864,0.9994,107.1956
APP,2025-11-14,2025-11-28,14,call,64.96,38.4463,46.2439,42.3451,42.3451,13,176,0.8813,0.9986,107.1956
APP,2025-11-14,2025-11-28,14,call,67.96,35.6315,43.0876,39.3596,39.3596,15,416,0.8763,0.997,107.1956
APP,2025-11-14,2025-11-28,14,call,70.96,33.3125,39.4555,36.384,36.384,19,604,0.8712,0.994,107.1956
APP,2025-11-14,2025-11-28,14,call,73.96,30.3064,36.5448,33.4256,33.4256,71,429,0.8662,0.9887,107.1956
APP,2025-11-14,2025-11-28,14,call,76.96,27.8515,33.1383,30.4949,30.4949,88,397,0.8612,0.9802,107.1956
APP,2025-11-14,2025-11-28,14,call,79.96,25.8462,29.3661,27.6062,27.6062,75,883,0.8561,0.9672,107.1956
APP,2025-11-14,2025-11-28,14,call,82.96,23.0945,26.4602,24.7774,24.7774,120,1956,0.8511,0.9485,107.1956
APP,2025-11-14,2025-11-28,14,call,85.96,20.374,23.6856,22.0298,22.0298,117,2081,0.8461,0.9229,107.1956
APP,2025-11-14,2025-11-28,14,call,88.96,17.9355,20.8391,19.3873,19.3873,394,2682,0.841,0.8895,107.1956
APP,2025-11-14,2025-11-28,14,call,91.96,15.7347,18.0144,16.8745,16.8745,290,4211,0.836,0.848,107.1956
APP,2025-11-14,2025-11-28,14,call,94.96,13.5118,15.5191,14.5154,14.5154,736,2450,0.8309,0.7983,107.1956
APP,2025-11-14,2025-11-28,14,call,97.96,11.5443,13.1184,12.3314,12.3314,1548,4419,0.8259,0.7413,107.1956
APP,2025-11-14,2025-11-28,14,call,100.96,9.852,10.8272,10.3396,10.3396,1482,5680,0.8209,0.6783,107.1956
APP,2025-11-14,2025-11-28,14,call,103.96,8.1596,8.9442,8.5519,8.5519,3691,12364,0.8158,0.6108,107.1956
APP,2025-11-14,2025-11-28,14,call,106.96,6.675,7.2726,6.9738,6.9738,5361,9647,0.8108,0.541,107.1956
APP,2025-11-14,2025-11-28,14,call,109.96,5.4138,6.0189,5.7163,5.7163,937,13718,0.8192,0.4726,107.1956
APP,2025-11-14,2025-11-28,14,call,112.96,4.4581,4.8705,4.6643,4.6643,1122,11420,0.8287,0.4083,107.1956
APP,2025-11-14,2025-11-28,14,call,115.96,3.6049,3.9697,3.7873,3.7873,1297,8405,0.8382,0.3493,107.1956
APP,2025-11-14,2025-11-28,14,call,118.96,2.8558,3.2708,3.0633,3.0633,452,4851,0.8477,0.2964,107.1956
APP,2025-11-14,2025-11-28,14,call,121.96,2.2945,2.6464,2.4704,2.4704,690,3327,0.8572,0.2497,107.1956
APP,2025-11-14,2025-11-28,14,call,124.96,1.8795,2.0971,1.9883,1.9883,452,2119,0.8667,0.2092,107.1956
APP,2025-11-14,2025-11-28,14,call,127.96,1.4756,1.7211,1.5984,1.5984,247,1004,0.8763,0.1744,107.1956
APP,2025-11-14,2025-11-28,14,call,130.96,1.1792,1.3895,1.2843,1.2843,76,1608,0.8858,0.1449,107.1956
