ticker,as_of_date,last_close,hv20,hv60,hv90,atr_pct,avg_daily_dollar_volume_20d,gap_freq_3pct,gap_freq_5pct,price_return_20d,price_return_60d,realized_move_mean_abs_20d,beta_spy_60d,beta_spy_120d,beta_qqq_60d,beta_qqq_120d,atm_front_month_iv,atm_30_45d_iv,avg_near_dated_liquid_iv,put_skew,call_skew,avg_option_spread_pct,total_option_volume,total_option_open_interest,liquid_expiration_count,liquid_contract_count,put_candidate_count,call_candidate_count,avg_put_premium_yield_annualized,avg_call_premium_yield_annualized,best_put_premium_yield_annualized,best_call_premium_yield_annualized,iv_rank_1y,iv_percentile_1y,iv_persistence_ratio_90d,sector,industry,theme_cluster,market_cap,shares_outstanding,is_etf,is_leveraged_etf,is_chinese_adr,next_earnings_date,earnings_within_7d,biotech_or_pharma,binary_event_risk,iv_to_hv20,iv_to_hv60,iv_minus_hv20,iv_minus_hv60,tradability_balance,eligible,exclusion_reasons
APP,2026-02-13,151.1622,0.4400571157696515,0.6285568147478207,0.6159383848377284,0.14673736461326212,1000264113.9079599,0.016666666666666666,0.0,-0.12187037261874112,-0.15925902854562157,0.02285898156675592,1.819349305182356,1.676126244570469,1.526954254934724,1.4367320408118496,0.8230500000000001,0.77895,0.7904500000000001,0.05425000000000002,0.08174999999999999,0.12126244761630967,261990,1482661,10,412,12,7,0.3915110208999353,0.32661534330503533,0.5607897729500804,0.3926890943807182,1.0,1.0,0.6666666666666666,Communication Services,Advertising Agencies,Ad Tech,43000000000.0,365000000.0,False,False,False,2026-03-02,False,False,False,1.8703253975577723,1.3094281705150406,0.38299288423034855,0.15039318525217937,9.5,True,
BTDR,2026-02-13,21.4071,0.7517475638154035,0.8617405142758644,0.8303822602172857,0.26317002970309583,440544244.355015,0.06666666666666667,0.016666666666666666,-0.24896591646639887,-0.506842025239471,0.04134689864257593,1.968476516713146,1.2263131855407616,1.7516425895959993,1.2328897900047353,1.0674000000000001,1.0232999999999999,1.0311,0.10850000000000026,0.13024999999999998,0.14892837516028581,73407,443518,0,8,0,0,,,,,0.12623762376236786,0.3333333333333333,0.3333333333333333,Information Technology,Bitcoin Mining,BTC Miners,2600000000.0,192000000.0,False,False,True,2026-03-20,False,False,False,1.4198915319160343,1.2386559321711303,0.3156524361845966,0.16155948572413548,0.0,False,Chinese ADR excluded
CIFR,2026-02-13,7.038,0.9985594729179939,0.9850010125604298,0.9677868847877296,0.3226850160353996,223998433.09968,0.125,0.05,-0.19475526875815197,-0.12969283276450516,0.046491733498847984,1.6174049795995988,0.9692109975922074,1.5606481742932514,1.008289321513748,1.15755,1.1085500000000001,1.1108857142857143,0.13664999999999994,0.14381666666666648,0.1309406269684591,51160,312547,10,49,0,0,,,,,0.6401425178147324,0.6666666666666666,0.3333333333333333,Information Technology,Bitcoin Mining,BTC Miners,1400000000.0,240000000.0,False,False,False,2026-03-03,False,False,False,1.1592198876421487,1.1751764569165704,0.15899052708200623,0.12354898743957032,0.0,True,
CLSK,2026-02-13,6.8395,1.100208600660509,0.8333864809284298,0.8623468814835926,0.40245527555272426,348695967.47143006,0.05,0.016666666666666666,-0.3409997494845163,-0.533037933200426,0.05825572349222369,1.2989266211776822,0.9426402541142421,1.1795769312525686,0.9761910555815183,1.03225,0.98815,1.0060166666666668,0.11042499999999988,0.11467499999999997,0.12943593103736292,217444,1209519,10,216,2,0,0.6831311810089896,,0.7181727664675289,,0.6160714285714247,0.5,0.6666666666666666,Information Technology,Bitcoin Mining,BTC Miners,3800000000.0,215000000.0,False,False,False,2026-03-01,False,False,False,0.9382311675988443,1.2386210043268606,-0.06795860066050907,0.15476351907157015,1.0,True,
HIMS,2026-02-13,22.9295,0.3233817793701593,0.4481843137522233,0.43362636598889265,0.1132069417749437,299649319.3772,0.016666666666666666,0.0,-0.03785310260326624,-0.15718649263578854,0.016381975958094125,1.1451662389951183,1.351457554204688,0.8954910410255138,1.077615798687895,0.6407,0.6015,0.6104296296296297,0.039000000000000035,0.04844999999999999,0.12960203747295176,151191,905494,10,186,5,2,0.292934382964429,0.2581232334739252,0.3848975952720603,0.2793903433623203,0.7962085308056898,0.8333333333333334,0.6666666666666666,Healthcare,Health Information Services,Consumer Health,8100000000.0,225000000.0,False,False,False,2026-03-04,False,False,False,1.9812495349857735,1.4295457925245643,0.3173182206298408,0.15331568624777675,3.5,True,
IREN,2026-02-13,8.2113,1.1135759846672888,1.146440184463798,1.1493818726009168,0.3933081763632347,381947484.779225,0.08333333333333333,0.025,-0.3963965950690248,-0.5063574224033762,0.06342479947744889,2.1238501035191555,1.3126734413528423,1.4742807541296694,0.8561900744307126,1.21705,1.16805,1.169825,0.15748333333333342,0.15418333333333334,0.12604787009683419,107183,619855,10,120,2,0,0.8621844086667466,,0.8811221915174816,,0.39509536784741317,0.6666666666666666,0.3333333333333333,Information Technology,Bitcoin Mining,BTC Miners,2000000000.0,185000000.0,False,False,False,2026-03-07,False,False,False,1.0929204802882193,1.061590492459253,0.10347401533271117,0.021609815536202115,1.0,True,
MARA,2026-02-13,15.6858,1.0066266996567206,0.8585073407891696,0.9092763489094812,0.2947757116081333,1206236603.999325,0.058333333333333334,0.008333333333333333,-0.3299759085550258,-0.3577973387922211,0.05449235643591295,1.8719324956534416,1.7872535109476297,1.360092334703715,1.3665701054555819,1.0953499999999998,1.0561500000000001,1.0684583333333333,0.11254999999999993,0.13292499999999974,0.10588567812911584,223538,1329171,10,350,12,0,0.6002028188531311,,0.8476459936622907,,0.842657342657352,0.8333333333333334,0.3333333333333333,Information Technology,Bitcoin Mining,BTC Miners,6200000000.0,255000000.0,False,False,False,2026-02-28,False,False,False,1.0881392281503517,1.2758772673896024,0.08872330034327924,0.19764265921083057,6.0,True,
NVDA,2026-02-13,956.4716,0.38190045270271195,0.4830986745012213,0.4768459510137997,0.10079506953324222,66944023233.59186,0.016666666666666666,0.008333333333333333,-0.08984942151147912,-0.02048983107172253,0.018452261341617825,1.4842404275535714,1.2074451020271393,0.9929786815943529,0.856464874001204,0.58125,0.53715,0.54810625,0.029449999999999976,0.043625000000000025,0.07419245151596718,391659,2240099,10,594,11,17,0.23829665913750925,0.16840813101240173,0.37527269724777684,0.3114118217918218,0.4009900990099119,0.6666666666666666,0.3333333333333333,Technology,Semiconductors,AI Infra,1980000000000.0,2450000000.0,False,False,False,2026-03-06,False,False,False,1.5219934825593688,1.203170347341805,0.1993495472972881,0.054051325498778724,14.0,True,
OKLO,2026-02-13,19.5254,0.566146548920378,0.6441037211448442,0.6601234507761804,0.18228124830806466,261136802.47480997,0.03333333333333333,0.0,-0.24316341521084395,-0.3109282250721701,0.029899833878915667,1.6302288439913288,1.2534570072072728,1.185061130506097,0.884910818644038,1.0156,0.9715,0.9842833333333333,0.10105000000000008,0.09877500000000006,0.14372752751413664,164402,967142,4,34,0,0,,,,,0.8736842105263276,0.6666666666666666,0.3333333333333333,Utilities,Utilities - Regulated Electric,Nuclear,3700000000.0,142000000.0,False,False,False,2026-02-21,False,False,False,1.7938818172374527,1.5767646834811795,0.4494534510796221,0.3273962788551559,0.0,True,
PLTR,2026-02-13,61.5466,0.523839017816919,0.5352728264265457,0.5505985453392007,0.11768945342692717,4776567607.290019,0.008333333333333333,0.008333333333333333,0.08163785361670128,0.515433405887741,0.0252924292916475,1.361023524310805,1.1407726547813488,1.0181417996777586,0.9033000927473298,0.6951,0.651,0.6585375,0.05020000000000002,0.06664999999999988,0.10080958258861744,189939,1174731,10,312,7,9,0.2947900136986882,0.22048680540126886,0.419636537541846,0.30330296971043474,1.0,1.0,0.6666666666666666,Technology,Software - Infrastructure,AI Infra,65000000000.0,2320000000.0,False,False,False,2026-03-05,False,False,False,1.3269343755583638,1.2985901127102835,0.17126098218308106,0.1157271735734543,8.0,True,
