ticker,date,open,high,low,close,volume
APP,2025-02-06,117.2885,122.7539,114.4395,119.5279,4349848
APP,2025-02-07,119.6275,126.1969,115.7069,121.7629,4470643
APP,2025-02-10,118.5137,137.5277,109.3605,126.6585,6857380
APP,2025-02-11,121.7457,132.1559,114.1307,123.5682,7323272
APP,2025-02-12,124.075,135.0445,117.1304,127.1378,5002067
APP,2025-02-13,129.6117,140.665,112.4485,121.7966,7109838
APP,2025-02-14,121.8357,128.923,117.3726,123.8807,5625712
APP,2025-02-17,127.1953,135.3477,119.954,127.2954,6063670
APP,2025-02-18,125.9111,157.0162,110.4227,138.136,8713794
APP,2025-02-19,139.7594,143.7902,135.0237,138.6219,5928050
APP,2025-02-20,139.1358,142.8517,134.4977,137.8101,4121753
APP,2025-02-21,137.4483,150.9167,130.3289,142.7039,4599634
APP,2025-02-24,143.4813,150.7903,132.7075,139.084,4608212
APP,2025-02-25,136.0802,155.408,126.5575,144.1962,4832903
APP,2025-02-26,148.8744,163.0344,126.7357,138.6002,8175900
APP,2025-02-27,136.4658,152.4308,116.011,129.6632,9605316
APP,2025-02-28,131.4692,134.5779,127.5817,130.3559,5194056
APP,2025-03-03,129.3787,137.4594,124.8394,132.3017,5289071
APP,2025-03-04,131.4157,142.1159,125.3111,135.1407,6656727
APP,2025-03-05,135.812,152.5519,126.4143,141.6603,8027783
APP,2025-03-06,144.4544,151.0289,137.3004,143.1645,4654905
APP,2025-03-07,142.5034,152.2563,128.8432,137.3003,7406982
APP,2025-03-10,137.2632,147.6054,131.4275,140.9472,7439052
APP,2025-03-11,140.4826,150.2619,127.3093,135.8185,7199895
APP,2025-03-12,137.2245,149.0751,118.7429,128.7498,9918753
APP,2025-03-13,130.536,135.5125,125.1665,129.6138,5908572
APP,2025-03-14,125.0191,140.0982,109.7699,123.1367,7063555
APP,2025-03-17,122.8827,127.6294,116.0966,120.278,7012963
APP,2025-03-18,121.8884,128.9249,110.6744,116.7397,7939942
APP,2025-03-19,116.131,122.0073,108.161,113.3217,6417283
APP,2025-03-20,112.2302,121.4535,99.7891,107.7595,6498181
APP,2025-03-21,108.7071,111.7113,105.6307,108.3249,4347228
APP,2025-03-24,111.3381,115.4575,104.0747,107.6596,6314204
APP,2025-03-25,107.7218,111.4021,105.0539,108.4186,5824516
APP,2025-03-26,101.4048,126.6562,90.3981,113.0251,11648061
APP,2025-03-27,112.6984,116.9721,107.3625,111.1563,6246707
APP,2025-03-28,111.0404,114.8972,108.7853,112.3617,4040058
APP,2025-03-31,113.978,120.888,108.5842,114.8491,6048942
APP,2025-04-01,114.0935,130.3515,105.4593,120.241,6948003
APP,2025-04-02,119.5912,124.177,116.6796,120.9064,3535188
APP,2025-04-03,121.3289,130.847,115.1658,123.8564,7722239
APP,2025-04-04,124.0968,130.8866,114.1264,120.0373,7713952
APP,2025-04-07,120.3304,136.2507,111.8862,126.3954,8062865
APP,2025-04-08,128.5079,131.7748,123.6957,126.5921,3983426
APP,2025-04-09,127.3731,132.6789,119.8581,124.5266,6844579
APP,2025-04-10,125.9676,135.4375,119.7106,128.3536,8401200
APP,2025-04-11,126.9123,133.66,122.8312,129.0491,4284693
APP,2025-04-14,127.8879,151.2385,116.3337,137.4414,6000920
APP,2025-04-15,141.762,149.5116,133.2959,140.1933,4900721
APP,2025-04-16,143.3186,155.342,133.6638,144.5242,8146981
APP,2025-04-17,145.9363,156.0449,139.1142,148.3399,6687624
APP,2025-04-18,149.7106,158.0996,136.9146,144.1861,5335793
APP,2025-04-21,146.07,175.5215,129.5209,155.8966,10753801
APP,2025-04-22,154.3906,165.5462,139.6845,149.4001,7857662
APP,2025-04-23,151.2168,161.9208,134.4308,143.5777,6033684
APP,2025-04-24,141.9158,148.4102,135.0977,140.9008,4157934
APP,2025-04-25,145.5769,152.345,135.4885,141.4053,6117902
APP,2025-04-28,140.3767,144.6661,136.9719,140.8697,4042967
APP,2025-04-29,141.2244,150.6802,127.3936,135.5625,8899710
APP,2025-04-30,137.6069,145.7182,130.9385,138.273,4083993
APP,2025-05-01,138.8216,166.7552,123.6572,148.706,7599106
APP,2025-05-02,149.679,160.1974,134.0143,143.0624,5671417
APP,2025-05-05,143.3361,152.054,137.5819,145.5612,4541647
APP,2025-05-06,148.3367,169.6258,134.7132,153.919,6202945
APP,2025-05-07,153.3814,166.1713,135.9443,146.9743,8161030
APP,2025-05-08,146.0623,167.5767,135.3503,154.9502,7492573
APP,2025-05-09,153.3753,158.8249,150.335,155.4022,3948485
APP,2025-05-12,155.4893,166.7715,139.5824,149.3343,5038992
APP,2025-05-13,147.0418,155.6001,142.853,150.8261,3856753
APP,2025-05-14,149.9002,160.0228,144.2742,153.6167,5413563
APP,2025-05-15,156.5735,178.6097,142.1248,161.9993,6810332
APP,2025-05-16,162.681,168.4655,154.5064,159.6143,4341931
APP,2025-05-19,159.7894,166.5599,155.2751,161.4907,6724597
APP,2025-05-20,161.7422,188.8848,147.0282,171.5451,8038291
APP,2025-05-21,169.5232,182.1452,154.0919,165.1592,5467172
APP,2025-05-22,164.6703,166.5268,163.6505,165.3888,6064996
APP,2025-05-23,164.8565,166.9243,163.5048,165.4174,5099570
APP,2025-05-26,164.2891,180.2585,155.8565,170.5329,8604968
APP,2025-05-27,169.7899,187.552,159.8074,176.0513,6726979
APP,2025-05-28,172.9995,194.9984,144.4905,163.164,12467671
APP,2025-05-29,160.6042,166.3844,156.7467,162.0595,5174115
APP,2025-05-30,162.8045,171.8494,156.4994,164.7596,6230103
APP,2025-06-02,165.9872,175.926,151.5667,160.1996,5101994
APP,2025-06-03,158.7932,166.8328,154.182,161.6182,4920129
APP,2025-06-04,162.9658,188.7623,147.7564,171.027,9170352
APP,2025-06-05,170.804,174.4762,165.6642,168.9331,6110484
APP,2025-06-06,170.4506,172.8053,167.2776,169.3836,3593765
APP,2025-06-09,169.5972,178.0495,164.5223,172.3203,6125384
APP,2025-06-10,173.5069,205.2698,155.7555,184.3172,6049097
APP,2025-06-11,180.9263,193.6489,174.7427,186.5641,6970743
APP,2025-06-12,189.2135,193.5135,182.7611,186.5772,4232639
APP,2025-06-13,186.6067,190.4432,181.1413,184.5561,3875853
APP,2025-06-16,185.0065,193.7441,173.1303,180.816,4333828
APP,2025-06-17,179.8591,189.6089,174.6044,183.6474,5812389
APP,2025-06-18,186.2026,199.0523,177.1716,188.874,7582118
APP,2025-06-19,187.4199,194.6244,183.4228,190.1192,3868699
APP,2025-06-20,192.363,198.3083,184.261,189.533,3424836
APP,2025-06-23,191.7697,219.2608,175.3654,200.2297,5555019
APP,2025-06-24,200.1489,238.9439,179.5567,214.4309,8914117
APP,2025-06-25,211.6977,221.2525,204.1864,212.8608,3524326
APP,2025-06-26,212.1523,235.2032,180.2595,199.7972,7886992
APP,2025-06-27,197.3472,224.0349,162.3676,184.8676,9032054
APP,2025-06-30,184.378,190.5468,176.3398,181.8145,6684658
APP,2025-07-01,182.478,187.996,174.7958,179.6861,3591704
APP,2025-07-02,176.2321,217.6846,155.6387,192.6688,11364429
APP,2025-07-03,195.393,221.0541,178.8964,202.0958,8663587
APP,2025-07-04,202.3032,209.8271,192.5483,199.2165,3817434
APP,2025-07-07,196.2878,209.5341,189.7281,202.0323,5167456
APP,2025-07-08,202.9862,207.8946,196.2187,200.584,3968785
APP,2025-07-09,201.4464,206.6051,197.1893,201.8652,5263844
APP,2025-07-10,205.0979,212.3573,195.0377,201.4552,6343307
APP,2025-07-11,214.827,228.8471,188.9721,200.7642,8134956
APP,2025-07-14,197.8954,222.423,184.6708,207.0494,6867319
APP,2025-07-15,201.0551,218.7475,193.2028,209.6497,5061503
APP,2025-07-16,210.1411,214.3369,205.4604,209.2201,3513918
APP,2025-07-17,209.6431,213.2512,204.7741,207.9958,3622774
APP,2025-07-18,207.6099,227.5649,196.2439,214.516,5529294
APP,2025-07-21,210.3612,235.9989,177.6318,199.5162,8896542
APP,2025-07-22,198.8846,219.1753,170.2188,187.4285,8219546
APP,2025-07-23,186.5967,208.0853,174.8655,194.4987,6321908
APP,2025-07-24,192.0615,220.404,177.6357,203.4268,8816807
APP,2025-07-25,200.3797,223.7386,187.9358,209.2968,6905625
APP,2025-07-28,208.503,218.3926,196.8006,205.5763,5098158
APP,2025-07-29,204.1063,220.5387,181.7317,195.9282,7932484
APP,2025-07-30,196.5102,216.3552,166.6488,183.3095,9390939
APP,2025-07-31,188.6362,206.9098,160.7576,176.112,5111748
APP,2025-08-01,176.5837,179.7535,172.1713,174.9985,5112596
APP,2025-08-04,175.5014,196.0231,163.7752,182.4762,7401592
APP,2025-08-05,181.9867,220.5124,161.7156,196.2266,7693813
APP,2025-08-06,194.2826,215.3337,182.8754,202.1461,6807055
APP,2025-08-07,199.5328,208.2542,192.0765,199.9521,6572188
APP,2025-08-08,201.0504,209.9942,194.7534,202.9321,5546758
APP,2025-08-11,205.9775,216.4984,197.5823,207.1188,7636554
APP,2025-08-12,204.112,211.6612,197.02,203.804,7665658
APP,2025-08-13,202.084,208.1354,196.9273,202.3967,3610461
APP,2025-08-14,202.013,209.0866,192.5326,198.7975,7113566
APP,2025-08-15,202.3972,206.0431,195.4312,198.6518,5868052
APP,2025-08-18,198.1328,220.4193,186.3346,206.7408,7289782
APP,2025-08-19,205.508,219.5453,198.1399,211.1344,5926346
APP,2025-08-20,210.2341,228.9278,184.5949,200.6524,7300658
APP,2025-08-21,199.1564,207.6827,194.1488,202.0381,6648239
APP,2025-08-22,201.2822,210.5992,188.7127,196.9161,7703442
APP,2025-08-25,195.381,212.651,171.3823,186.1944,7919868
APP,2025-08-26,187.2264,196.9781,180.0217,188.9012,6617929
APP,2025-08-27,190.9622,198.5966,184.1883,191.0659,6068050
APP,2025-08-28,190.9458,193.8267,187.4326,190.0127,3421372
APP,2025-08-29,192.0551,200.6466,184.8047,192.569,3955597
APP,2025-09-01,190.846,199.2183,181.3017,188.7541,5825489
APP,2025-09-02,191.6774,210.3168,162.8185,178.435,9199141
APP,2025-09-03,179.9948,203.4797,166.1961,187.5079,8161666
APP,2025-09-04,195.9435,210.5406,179.6572,192.5682,8736010
APP,2025-09-05,192.6883,203.5389,177.4745,186.9492,6512077
APP,2025-09-08,188.8082,214.1781,173.4405,196.415,8075083
APP,2025-09-09,194.9008,208.3919,177.9381,189.7599,7629896
APP,2025-09-10,189.3467,196.9174,184.9551,191.9702,5166825
APP,2025-09-11,193.4755,204.1524,177.2497,186.5131,7965415
APP,2025-09-12,188.3122,201.3708,168.9181,180.1622,7604886
APP,2025-09-15,181.1276,195.0853,161.274,173.2925,7554956
APP,2025-09-16,191.142,222.5363,140.3221,164.6627,7943092
APP,2025-09-17,166.9898,172.7269,157.3261,162.3459,7247601
APP,2025-09-18,165.6721,200.4265,144.3481,175.3492,7098151
APP,2025-09-19,175.6363,183.3499,164.814,171.5965,6251319
APP,2025-09-22,171.5853,173.2276,169.6898,171.1642,3261735
APP,2025-09-23,171.9837,183.0812,165.2807,175.4819,7909423
APP,2025-09-24,174.0279,187.4497,166.8283,179.2118,6654215
APP,2025-09-25,181.7882,190.1988,168.4187,175.7362,5443003
APP,2025-09-26,173.8856,184.48,168.4638,178.3028,3978319
APP,2025-09-29,179.0234,182.4509,176.262,179.3766,4142355
APP,2025-09-30,177.5105,188.4271,164.164,173.7825,4582221
APP,2025-10-01,177.6355,183.5763,167.0295,172.213,6470352
APP,2025-10-02,172.3727,174.2509,169.8694,171.5518,5235204
APP,2025-10-03,173.5094,177.3965,168.1193,171.5787,3466277
APP,2025-10-06,172.9819,189.6835,148.9181,163.09,9564533
APP,2025-10-07,161.75,176.2012,153.5507,166.8061,4912918
APP,2025-10-08,170.4913,201.1743,151.3168,178.8276,10902415
APP,2025-10-09,178.8071,197.6553,168.9774,186.2771,6447898
APP,2025-10-10,178.7985,199.3022,169.3528,188.252,6229452
APP,2025-10-13,186.4336,193.6012,180.1682,186.6323,4596985
APP,2025-10-14,189.6075,193.4581,183.191,186.6017,3980783
APP,2025-10-15,187.2684,199.8124,168.9356,179.7733,5684654
APP,2025-10-16,181.5142,189.7676,169.7498,176.9929,7432519
APP,2025-10-17,178.1461,197.1392,166.3953,183.6773,5678762
APP,2025-10-20,181.0409,197.6567,173.0251,188.3888,6548178
APP,2025-10-21,181.2624,200.6934,162.8122,180.1973,9492591
APP,2025-10-22,178.2553,191.5851,170.7966,183.0736,7469695
APP,2025-10-23,184.8016,199.0844,175.2384,188.2598,7793762
APP,2025-10-24,184.1273,194.7858,178.155,188.01,3964520
APP,2025-10-27,187.8821,208.5602,158.2055,175.5991,9025153
APP,2025-10-28,180.6806,202.6,146.4934,164.4485,10353442
APP,2025-10-29,165.0062,168.4645,160.2829,163.3644,6181676
APP,2025-10-30,161.1112,173.9912,154.2956,166.1801,7499854
APP,2025-10-31,167.0392,179.7371,158.8239,170.4241,6978419
APP,2025-11-03,167.3141,186.2954,157.1807,174.5492,7807096
APP,2025-11-04,176.096,182.7115,165.2669,171.0503,7310402
APP,2025-11-05,172.0185,175.1724,167.6211,170.4333,5968986
APP,2025-11-06,170.6428,172.9804,168.3598,170.4614,3377375
APP,2025-11-07,168.6014,185.8607,158.9895,174.7888,7182650
APP,2025-11-10,174.2041,178.7358,170.4903,174.5999,3654417
APP,2025-11-11,174.3771,178.4097,171.6946,175.4114,3451615
APP,2025-11-12,178.535,187.1292,170.1059,177.8093,6447047
APP,2025-11-13,178.6907,181.5189,174.4823,177.0037,5838272
APP,2025-11-14,175.4067,183.8106,170.8886,178.6962,4027425
APP,2025-11-17,180.6593,197.5117,169.3322,184.6481,6787527
APP,2025-11-18,184.3928,191.1045,179.6937,185.8422,6139633
APP,2025-11-19,185.4271,192.4034,181.6639,188.1605,3851128
APP,2025-11-20,188.7601,197.2758,183.1301,190.9477,5453310
APP,2025-11-21,189.5675,194.7695,186.3463,191.1603,3307049
APP,2025-11-24,193.862,233.2932,171.6809,206.9798,10977874
APP,2025-11-25,205.4794,234.669,190.405,216.9821,9784828
APP,2025-11-26,213.3713,229.866,204.5573,219.7786,4482403
APP,2025-11-27,219.905,229.1838,214.044,222.592,4452558
APP,2025-11-28,221.3083,237.2201,211.9657,226.5916,5751138
APP,2025-12-01,226.6665,264.6144,171.5298,201.9604,11548980
APP,2025-12-02,205.9022,215.0298,191.2112,199.1569,7130862
APP,2025-12-03,200.7152,207.2697,191.1648,196.9533,5744705
APP,2025-12-04,194.5616,205.341,181.7134,191.2497,7720719
APP,2025-12-05,191.5876,202.0389,184.7926,194.3789,6966340
APP,2025-12-08,195.933,213.9083,185.098,201.5258,8650863
APP,2025-12-09,202.4096,216.508,194.2366,207.2114,4948505
APP,2025-12-10,212.1222,233.8523,195.74,215.3711,8367353
APP,2025-12-11,215.1388,237.3362,202.3044,222.5823,4658732
APP,2025-12-12,222.6903,230.3481,212.4944,219.281,4397750
APP,2025-12-15,219.9918,243.7849,206.9606,228.7306,9221597
APP,2025-12-16,226.6682,246.3401,200.6289,217.6275,7269202
APP,2025-12-17,215.2129,243.9842,200.089,226.3131,7473692
APP,2025-12-18,226.5158,249.2758,192.7063,211.8655,7075498
APP,2025-12-19,208.4481,222.5471,201.5045,214.6042,5351660
APP,2025-12-22,212.1914,225.563,205.0837,217.4691,6846773
APP,2025-12-23,215.8485,232.5298,207.3865,222.8237,5041786
APP,2025-12-24,219.9456,226.8367,214.8343,221.127,6848726
APP,2025-12-25,221.3758,267.1254,197.4082,238.4418,8915750
APP,2025-12-26,236.9272,273.7024,217.6771,251.0395,8350948
APP,2025-12-29,254.38,263.2131,245.8651,253.7967,5573301
APP,2025-12-30,256.4597,294.7555,199.5398,230.52,8667120
APP,2025-12-31,227.7884,250.0704,216.3756,236.8832,4893721
APP,2026-01-01,238.7812,253.977,227.7075,241.5312,4424927
APP,2026-01-02,240.8804,257.2524,217.7336,231.9203,7165339
APP,2026-01-05,230.8637,244.1768,211.961,223.564,7303527
APP,2026-01-06,226.1926,233.998,215.5978,222.5083,4811601
APP,2026-01-07,223.7329,243.0803,195.0447,211.5058,9108956
APP,2026-01-08,210.5464,217.2814,202.7733,208.7841,5437009
APP,2026-01-09,208.8753,218.3802,203.5157,212.3267,4949301
APP,2026-01-12,208.0601,235.0854,195.2607,220.0446,7995478
APP,2026-01-13,212.4746,230.9187,200.681,217.5045,4610251
APP,2026-01-14,216.766,247.6325,200.3235,228.3839,7067527
APP,2026-01-15,243.6128,265.1427,205.2829,223.022,5852732
APP,2026-01-16,220.107,227.49,213.5775,220.231,5897698
APP,2026-01-19,215.3729,226.771,209.235,219.8106,6054575
APP,2026-01-20,216.9126,249.9247,199.7951,229.7773,9856200
APP,2026-01-21,229.0254,243.0336,220.4997,233.3805,6968342
APP,2026-01-22,232.5383,256.4728,199.9441,220.3567,7846075
APP,2026-01-23,215.067,229.1771,203.7176,216.4835,7624370
APP,2026-01-26,217.8466,229.5123,200.1111,210.2439,4487587
APP,2026-01-27,214.3291,218.2087,206.9113,210.3379,6376637
APP,2026-01-28,206.3415,218.2331,200.1768,211.2214,5762860
APP,2026-01-29,211.2976,225.0046,191.8015,203.6938,6102870
APP,2026-01-30,206.9239,217.9925,190.0929,199.7073,7166119
APP,2026-02-02,200.6648,204.3293,195.539,198.8065,5022011
APP,2026-02-03,196.0935,214.4394,174.0708,190.0754,9125624
APP,2026-02-04,194.2925,212.3669,180.3176,196.6508,9185358
APP,2026-02-05,197.4564,200.6139,193.1144,195.9342,4740592
APP,2026-02-06,204.3524,226.2793,169.2748,187.369,10589787
APP,2026-02-09,188.962,208.0111,176.5628,193.876,7792710
APP,2026-02-10,194.8349,218.4852,180.6846,202.1707,9306461
APP,2026-02-11,202.3475,208.262,197.9069,203.3047,6318722
APP,2026-02-12,201.1679,211.7859,190.196,199.6817,4333329
APP,2026-02-13,199.0066,201.5785,196.4694,198.7816,5641472
APP,2026-02-16,196.0405,208.2769,189.3919,200.7135,5370115
APP,2026-02-17,201.1927,221.425,170.6479,187.6295,7486137
APP,2026-02-18,181.9146,214.2958,166.3825,195.7275,6937234
APP,2026-02-19,194.72,211.7843,185.2718,200.9503,7272694
APP,2026-02-20,198.74,207.2698,190.835,198.5026,5817028
APP,2026-02-23,197.8714,216.7418,170.2735,186.2602,8099321
APP,2026-02-24,184.2844,200.8875,163.6655,178.1074,5424190
APP,2026-02-25,175.5254,186.9304,162.9979,173.1218,6268309
APP,2026-02-26,172.927,176.8738,170.2958,173.9332,5779143
APP,2026-02-27,171.74,177.3911,166.4942,171.5753,6051924
APP,2026-03-02,172.5989,195.6526,158.9351,179.8342,5038488
APP,2026-03-03,181.6334,187.8812,172.927,178.4514,6298529
APP,2026-03-04,179.001,193.9722,170.6076,184.3667,5235563
APP,2026-03-05,189.8287,198.5339,174.636,182.1539,7832189
APP,2026-03-06,183.394,202.3995,155.6247,171.6328,10590217
APP,2026-03-09,177.5781,187.6036,160.3968,168.983,6418730
