ticker,date,open,high,low,close,volume
APP,2024-12-05,122.9647,142.0998,108.1442,125.3175,11141302
APP,2024-12-06,127.8503,135.5292,115.2107,121.7944,6738337
APP,2024-12-09,119.1079,130.3191,113.6927,124.0524,4650019
APP,2024-12-10,125.3854,134.8097,111.0708,119.1295,6982975
APP,2024-12-11,121.4504,126.2996,115.3807,119.6814,4428056
APP,2024-12-12,119.1002,122.9228,116.6583,120.1849,3666490
APP,2024-12-13,121.7677,133.5173,103.5968,113.449,9395558
APP,2024-12-16,113.4878,114.6412,112.447,113.485,4845598
APP,2024-12-17,111.5618,122.6822,105.7214,115.9383,6596861
APP,2024-12-18,115.586,124.6988,102.3893,110.2092,7895748
APP,2024-12-19,111.1654,114.9911,105.0823,108.4411,6945092
APP,2024-12-20,110.0859,122.8543,91.1253,101.7464,8717052
APP,2024-12-23,100.5586,114.5673,81.9586,93.7074,12535957
APP,2024-12-24,92.4036,97.7443,86.8755,91.6425,5989977
APP,2024-12-25,91.7862,95.5673,89.3584,92.8387,5855639
APP,2024-12-26,91.819,96.3223,86.5295,90.5254,6104480
APP,2024-12-27,91.0027,98.6014,86.4359,93.3939,4710338
APP,2024-12-30,93.6669,98.9704,86.3426,90.9788,4655541
APP,2024-12-31,90.417,94.9218,84.8862,88.8711,4479610
APP,2025-01-01,86.6481,107.4999,76.7259,95.366,6472726
APP,2025-01-02,93.6651,98.4455,89.2596,93.557,7302318
APP,2025-01-03,94.9453,103.2552,82.1619,89.1872,7181022
APP,2025-01-06,90.6215,92.679,87.0197,88.8349,6146053
APP,2025-01-07,90.3294,108.1502,79.9189,95.8731,8264236
APP,2025-01-08,95.5333,110.979,87.1792,101.1508,7826248
APP,2025-01-09,99.863,109.7574,94.9256,104.0418,6968635
APP,2025-01-10,102.3178,106.3319,100.4604,104.2296,5305003
APP,2025-01-13,106.3351,109.4809,101.8317,104.6171,3997847
APP,2025-01-14,102.6843,114.6952,96.3413,107.3287,8560629
APP,2025-01-15,108.9226,113.5548,104.8675,109.0442,7356506
APP,2025-01-16,110.4141,117.4142,100.2974,106.3665,7620874
APP,2025-01-17,105.6318,108.8367,102.4923,105.3696,4526573
APP,2025-01-20,101.6412,109.2135,97.6716,104.6713,4855602
APP,2025-01-21,104.133,107.141,100.7459,103.435,4932653
APP,2025-01-22,103.983,105.3412,101.9731,103.186,3142240
APP,2025-01-23,102.0545,105.2583,100.065,103.0267,5686016
APP,2025-01-24,102.5735,111.5273,90.2771,97.9741,9239394
