ticker,as_of_date,expiration,dte,option_type,strike,bid,ask,mid,mark,volume,open_interest,implied_vol,delta,underlying_price
APP,2026-03-13,2026-03-20,7,call,54.23,40.3797,48.4411,44.4104,44.4104,4,209,0.9012,1.0,98.5974
APP,2026-03-13,2026-03-20,7,call,56.23,37.7651,47.0588,42.412,42.412,9,231,0.8975,1.0,98.5974
APP,2026-03-13,2026-03-20,7,call,58.23,36.4822,44.3448,40.4135,40.4135,11,375,0.8939,1.0,98.5974
APP,2026-03-13,2026-03-20,7,call,60.23,35.0084,41.8218,38.4151,38.4151,13,482,0.8902,1.0,98.5974
APP,2026-03-13,2026-03-20,7,call,62.23,33.2547,39.5788,36.4167,36.4167,33,327,0.8866,0.9999,98.5974
APP,2026-03-13,2026-03-20,7,call,64.23,31.5497,37.2876,34.4186,34.4186,48,790,0.8829,0.9998,98.5974
APP,2026-03-13,2026-03-20,7,call,66.23,29.8241,35.0179,32.421,32.421,24,695,0.8793,0.9996,98.5974
APP,2026-03-13,2026-03-20,7,call,68.23,27.5539,33.2949,30.4244,30.4244,52,556,0.8756,0.999,98.5974
APP,2026-03-13,2026-03-20,7,call,70.23,26.3696,30.4902,28.4299,28.4299,71,683,0.872,0.998,98.5974
APP,2026-03-13,2026-03-20,7,call,72.23,24.0748,28.8039,26.4393,26.4393,99,1571,0.8683,0.996,98.5974
APP,2026-03-13,2026-03-20,7,call,74.23,22.352,26.5591,24.4555,24.4555,153,1562,0.8647,0.9926,98.5974
APP,2026-03-13,2026-03-20,7,call,76.23,20.7431,24.2231,22.4831,22.4831,244,1692,0.861,0.9869,98.5974
APP,2026-03-13,2026-03-20,7,call,78.23,19.3177,21.739,20.5283,20.5283,358,2474,0.8574,0.978,98.5974
APP,2026-03-13,2026-03-20,7,call,80.23,17.1683,20.0317,18.6,18.6,236,3117,0.8537,0.9648,98.5974
APP,2026-03-13,2026-03-20,7,call,82.23,15.6709,17.7475,16.7092,16.7092,744,2388,0.8501,0.946,98.5974
APP,2026-03-13,2026-03-20,7,call,84.23,13.809,15.9297,14.8693,14.8693,1037,5692,0.8464,0.9206,98.5974
APP,2026-03-13,2026-03-20,7,call,86.23,12.271,13.92,13.0955,13.0955,672,3424,0.8428,0.8875,98.5974
APP,2026-03-13,2026-03-20,7,call,88.23,10.8085,11.9994,11.404,11.404,767,5365,0.8391,0.8463,98.5974
APP,2026-03-13,2026-03-20,7,call,90.23,9.3162,10.3057,9.811,9.811,1680,10423,0.8355,0.797,98.5974
APP,2026-03-13,2026-03-20,7,call,92.23,7.9383,8.7248,8.3316,8.3316,2682,7747,0.8318,0.7402,98.5974
APP,2026-03-13,2026-03-20,7,call,94.23,6.6,7.357,6.9785,6.9785,1022,10184,0.8282,0.677,98.5974
APP,2026-03-13,2026-03-20,7,call,96.23,5.4952,6.027,5.7611,5.7611,4071,7196,0.8245,0.609,98.5974
APP,2026-03-13,2026-03-20,7,call,98.23,4.4569,4.9124,4.6846,4.6846,3044,18217,0.8209,0.5385,98.5974
APP,2026-03-13,2026-03-20,7,call,100.23,3.6394,3.9538,3.7966,3.7966,2385,15461,0.8258,0.4683,98.5974
APP,2026-03-13,2026-03-20,7,call,102.23,2.9246,3.184,3.0543,3.0543,1608,6214,0.8327,0.4016,98.5974
APP,2026-03-13,2026-03-20,7,call,104.23,2.297,2.5738,2.4354,2.4354,3292,11663,0.8396,0.3398,98.5974
APP,2026-03-13,2026-03-20,7,call,106.23,1.8155,2.0368,1.9262,1.9262,1855,7462,0.8465,0.2841,98.5974
APP,2026-03-13,2026-03-20,7,call,108.23,1.4318,1.5928,1.5123,1.5123,655,6962,0.8534,0.2348,98.5974
APP,2026-03-13,2026-03-20,7,call,110.23,1.0975,1.2616,1.1796,1.1796,366,3076,0.8603,0.1922,98.5974
APP,2026-03-13,2026-03-20,7,call,112.23,0.8513,0.9782,0.9148,0.9148,818,3376,0.8672,0.1558,98.5974
APP,2026-03-13,2026-03-20,7,call,114.23,0.6558,0.756,0.7059,0.7059,747,5274,0.8741,0.1253,98.5974
APP,2026-03-13,2026-03-20,7,call,116.23,0.5063,0.5785,0.5424,0.5424,586,2504,0.881,0.1001,98.5974
APP,2026-03-13,2026-03-20,7,call,118.23,0.3872,0.4434,0.4153,0.4153,455,3492,0.8879,0.0794,98.5974
APP,2026-03-13,2026-03-20,7,call,120.23,0.2953,0.3389,0.3171,0.3171,117,2326,0.8948,0.0627,98.5974
APP,2026-03-13,2026-03-20,7,call,122.23,0.2227,0.2604,0.2416,0.2416,173,2336,0.9017,0.0493,98.5974
APP,2026-03-13,2026-03-20,7,call,124.23,0.1701,0.1974,0.1837,0.1837,192,1914,0.9086,0.0386,98.5974
APP,2026-03-13,2026-03-20,7,call,126.23,0.1301,0.1491,0.1396,0.1396,93,1252,0.9155,0.0301,98.5974
APP,2026-03-13,2026-03-20,7,call,128.23,0.0976,0.1144,0.106,0.106,53,612,0.9224,0.0234,98.5974
APP,2026-03-13,2026-03-20,7,call,130.23,0.0744,0.0866,0.0805,0.0805,41,881,0.9293,0.0182,98.5974
APP,2026-03-13,2026-03-20,7,call,132.23,0.0567,0.0667,0.0617,0.0617,39,296,0.9362,0.0142,98.5974
APP,2026-03-13,2026-03-20,7,call,134.23,0.0431,0.0531,0.0481,0.0481,31,675,0.9431,0.011,98.5974
APP,2026-03-13,2026-03-20,7,call,136.23,0.0327,0.0427,0.0377,0.0377,29,536,0.95,0.0085,98.5974
APP,2026-03-13,2026-03-20,7,call,138.23,0.0245,0.0345,0.0295,0.0295,11,379,0.9569,0.0066,98.5974
APP,2026-03-13,2026-03-20,7,call,140.23,0.0188,0.0288,0.0238,0.0238,12,337,0.9638,0.0051,98.5974
APP,2026-03-13,2026-03-20,7,call,142.23,0.0143,0.0243,0.0193,0.0193,15,169,0.9707,0.004,98.5974
APP,2026-03-13,2026-03-20,7,call,144.23,0.0109,0.0209,0.0159,0.0159,8,120,0.9776,0.0031,98.5974
APP,2026-03-13,2026-03-20,7,put,54.23,0.01,0.02,0.015,0.015,12,263,1.0362,-0.0,98.5974
APP,2026-03-13,2026-03-20,7,put,56.23,0.01,0.02,0.015,0.015,6,166,1.0265,-0.0,98.5974
APP,2026-03-13,2026-03-20,7,put,58.23,0.01,0.02,0.015,0.015,17,208,1.0167,-0.0001,98.5974
APP,2026-03-13,2026-03-20,7,put,60.23,0.01,0.02,0.015,0.015,30,335,1.007,-0.0002,98.5974
APP,2026-03-13,2026-03-20,7,put,62.23,0.01,0.02,0.015,0.015,34,342,0.9973,-0.0003,98.5974
APP,2026-03-13,2026-03-20,7,put,64.23,0.01,0.02,0.015,0.015,53,756,0.9875,-0.0007,98.5974
APP,2026-03-13,2026-03-20,7,put,66.23,0.01,0.02,0.015,0.015,56,504,0.9778,-0.0013,98.5974
APP,2026-03-13,2026-03-20,7,put,68.23,0.01,0.02,0.015,0.015,78,989,0.968,-0.0024,98.5974
APP,2026-03-13,2026-03-20,7,put,70.23,0.0168,0.0268,0.0218,0.0218,135,1082,0.9583,-0.0043,98.5974
APP,2026-03-13,2026-03-20,7,put,72.23,0.0302,0.0402,0.0352,0.0352,177,770,0.9486,-0.0073,98.5974
APP,2026-03-13,2026-03-20,7,put,74.23,0.0516,0.0616,0.0566,0.0566,84,2225,0.9388,-0.0121,98.5974
APP,2026-03-13,2026-03-20,7,put,76.23,0.0862,0.1,0.0931,0.0931,293,1292,0.9291,-0.0192,98.5974
APP,2026-03-13,2026-03-20,7,put,78.23,0.14,0.1602,0.1501,0.1501,145,3314,0.9194,-0.0296,98.5974
