ticker,as_of_date,expiration,dte,option_type,strike,bid,ask,mid,mark,volume,open_interest,implied_vol,delta,underlying_price
APP,2025-10-10,2025-10-17,7,call,76.58,56.6748,68.7544,62.7146,62.7146,12,139,0.9012,1.0,139.2353
APP,2025-10-10,2025-10-17,7,call,79.58,53.2452,66.1887,59.7169,59.7169,17,359,0.8973,1.0,139.2353
APP,2025-10-10,2025-10-17,7,call,82.58,51.1898,62.2487,56.7192,56.7192,23,395,0.8934,1.0,139.2353
APP,2025-10-10,2025-10-17,7,call,85.58,49.4567,57.9866,53.7216,53.7216,22,271,0.8896,1.0,139.2353
APP,2025-10-10,2025-10-17,7,call,88.58,45.7002,55.7481,50.7242,50.7242,42,642,0.8857,0.9999,139.2353
APP,2025-10-10,2025-10-17,7,call,91.58,43.7846,51.6697,47.7271,47.7271,46,407,0.8818,0.9998,139.2353
APP,2025-10-10,2025-10-17,7,call,94.58,41.0508,48.4114,44.7311,44.7311,51,616,0.8779,0.9994,139.2353
APP,2025-10-10,2025-10-17,7,call,97.58,38.4619,45.0127,41.7373,41.7373,63,775,0.8741,0.9987,139.2353
APP,2025-10-10,2025-10-17,7,call,100.58,35.7198,41.7759,38.7478,38.7478,50,1563,0.8702,0.9972,139.2353
APP,2025-10-10,2025-10-17,7,call,103.58,32.9333,38.6001,35.7667,35.7667,150,1616,0.8663,0.9943,139.2353
APP,2025-10-10,2025-10-17,7,call,106.58,30.6319,34.9684,32.8001,32.8001,181,1876,0.8624,0.9894,139.2353
APP,2025-10-10,2025-10-17,7,call,109.58,27.6624,32.0527,29.8576,29.8576,302,2300,0.8585,0.9813,139.2353
APP,2025-10-10,2025-10-17,7,call,112.58,25.077,28.8277,26.9524,26.9524,415,2841,0.8547,0.9686,139.2353
APP,2025-10-10,2025-10-17,7,call,115.58,22.7111,25.4932,24.1021,24.1021,245,2288,0.8508,0.9501,139.2353
APP,2025-10-10,2025-10-17,7,call,118.58,19.8257,22.8316,21.3287,21.3287,272,3688,0.8469,0.9243,139.2353
APP,2025-10-10,2025-10-17,7,call,121.58,17.6432,19.6714,18.6573,18.6573,521,3078,0.843,0.89,139.2353
APP,2025-10-10,2025-10-17,7,call,124.58,15.2827,16.9478,16.1153,16.1153,1547,7770,0.8391,0.8466,139.2353
APP,2025-10-10,2025-10-17,7,call,127.58,12.9245,14.5357,13.7301,13.7301,1962,8985,0.8353,0.794,139.2353
APP,2025-10-10,2025-10-17,7,call,130.58,10.8891,12.1652,11.5272,11.5272,1315,9891,0.8314,0.7329,139.2353
APP,2025-10-10,2025-10-17,7,call,133.58,8.9985,10.0567,9.5276,9.5276,1885,9427,0.8275,0.6649,139.2353
APP,2025-10-10,2025-10-17,7,call,136.58,7.3902,8.102,7.7461,7.7461,4859,14907,0.8236,0.592,139.2353
APP,2025-10-10,2025-10-17,7,call,139.58,5.8676,6.5322,6.1999,6.1999,6655,24512,0.821,0.5167,139.2353
APP,2025-10-10,2025-10-17,7,call,142.58,4.7129,5.1946,4.9538,4.9538,5336,13878,0.8284,0.4432,139.2353
APP,2025-10-10,2025-10-17,7,call,145.58,3.7486,4.0844,3.9165,3.9165,1395,16642,0.8357,0.3743,139.2353
APP,2025-10-10,2025-10-17,7,call,148.58,2.8806,3.2527,3.0666,3.0666,1539,9267,0.843,0.3116,139.2353
APP,2025-10-10,2025-10-17,7,call,151.58,2.2316,2.529,2.3803,2.3803,1163,5097,0.8503,0.2559,139.2353
APP,2025-10-10,2025-10-17,7,call,154.58,1.737,1.9295,1.8332,1.8332,1080,2944,0.8577,0.2077,139.2353
APP,2025-10-10,2025-10-17,7,call,157.58,1.3297,1.4749,1.4023,1.4023,852,2833,0.865,0.1668,139.2353
APP,2025-10-10,2025-10-17,7,call,160.58,1.0055,1.1272,1.0663,1.0663,286,3840,0.8723,0.1327,139.2353
APP,2025-10-10,2025-10-17,7,call,163.58,0.7602,0.8535,0.8068,0.8068,461,2195,0.8796,0.1046,139.2353
APP,2025-10-10,2025-10-17,7,call,166.58,0.5691,0.6468,0.6079,0.6079,129,2083,0.887,0.0819,139.2353
APP,2025-10-10,2025-10-17,7,call,169.58,0.4263,0.4869,0.4566,0.4566,167,2928,0.8943,0.0638,139.2353
APP,2025-10-10,2025-10-17,7,call,172.58,0.3205,0.3636,0.342,0.342,212,2113,0.9016,0.0494,139.2353
APP,2025-10-10,2025-10-17,7,call,175.58,0.2389,0.2726,0.2557,0.2557,181,1626,0.9089,0.0381,139.2353
APP,2025-10-10,2025-10-17,7,call,178.58,0.1756,0.2064,0.191,0.191,148,865,0.9163,0.0293,139.2353
APP,2025-10-10,2025-10-17,7,call,181.58,0.133,0.1522,0.1426,0.1426,45,940,0.9236,0.0224,139.2353
APP,2025-10-10,2025-10-17,7,call,184.58,0.0963,0.1166,0.1064,0.1064,66,860,0.9309,0.0172,139.2353
APP,2025-10-10,2025-10-17,7,call,187.58,0.0732,0.0858,0.0795,0.0795,43,570,0.9383,0.0131,139.2353
