ticker,as_of_date,expiration,dte,option_type,strike,bid,ask,mid,mark,volume,open_interest,implied_vol,delta,underlying_price
APP,2026-01-09,2026-01-16,7,call,53.26,39.0957,48.1347,43.6152,43.6152,11,183,0.9012,1.0,96.8319
APP,2026-01-09,2026-01-16,7,call,55.26,37.6185,45.615,41.6167,41.6167,6,300,0.8975,1.0,96.8319
APP,2026-01-09,2026-01-16,7,call,57.26,35.9294,43.3072,39.6183,39.6183,10,272,0.8938,1.0,96.8319
APP,2026-01-09,2026-01-16,7,call,59.26,34.6569,40.5829,37.6199,37.6199,24,363,0.89,1.0,96.8319
APP,2026-01-09,2026-01-16,7,call,61.26,32.5082,38.7349,35.6215,35.6215,23,324,0.8863,0.9999,96.8319
APP,2026-01-09,2026-01-16,7,call,63.26,30.9144,36.3324,33.6234,33.6234,48,756,0.8826,0.9998,96.8319
APP,2026-01-09,2026-01-16,7,call,65.26,29.4243,33.8275,31.6259,31.6259,37,599,0.8789,0.9995,96.8319
APP,2026-01-09,2026-01-16,7,call,67.26,27.0854,32.1736,29.6295,29.6295,83,1154,0.8752,0.9989,96.8319
APP,2026-01-09,2026-01-16,7,call,69.26,25.6542,29.6166,27.6354,27.6354,58,1332,0.8715,0.9978,96.8319
APP,2026-01-09,2026-01-16,7,call,71.26,23.9446,27.3467,25.6456,25.6456,99,868,0.8677,0.9956,96.8319
APP,2026-01-09,2026-01-16,7,call,73.26,21.7746,25.5523,23.6635,23.6635,153,1262,0.864,0.9918,96.8319
APP,2026-01-09,2026-01-16,7,call,75.26,20.3212,23.0665,21.6938,21.6938,230,2656,0.8603,0.9854,96.8319
APP,2026-01-09,2026-01-16,7,call,77.26,18.3388,21.1489,19.7438,19.7438,410,3468,0.8566,0.9756,96.8319
APP,2026-01-09,2026-01-16,7,call,79.26,16.6985,18.9476,17.823,17.823,471,4044,0.8529,0.9609,96.8319
APP,2026-01-09,2026-01-16,7,call,81.26,14.9592,16.9277,15.9435,15.9435,291,5067,0.8492,0.9402,96.8319
APP,2026-01-09,2026-01-16,7,call,83.26,13.3719,14.8672,14.1195,14.1195,910,5178,0.8454,0.9123,96.8319
APP,2026-01-09,2026-01-16,7,call,85.26,11.6852,13.0494,12.3673,12.3673,762,6814,0.8417,0.8764,96.8319
APP,2026-01-09,2026-01-16,7,call,87.26,9.9989,11.4086,10.7038,10.7038,1500,8372,0.838,0.8319,96.8319
APP,2026-01-09,2026-01-16,7,call,89.26,8.5805,9.7104,9.1455,9.1455,2106,5390,0.8343,0.7792,96.8319
APP,2026-01-09,2026-01-16,7,call,91.26,7.2828,8.1321,7.7075,7.7075,1998,10901,0.8306,0.7189,96.8319
APP,2026-01-09,2026-01-16,7,call,93.26,6.1237,6.6798,6.4018,6.4018,1400,8174,0.8268,0.6526,96.8319
APP,2026-01-09,2026-01-16,7,call,95.26,4.9762,5.4972,5.2367,5.2367,4935,17028,0.8231,0.5822,96.8319
APP,2026-01-09,2026-01-16,7,call,97.26,4.0292,4.427,4.2281,4.2281,6361,23238,0.8217,0.51,96.8319
APP,2026-01-09,2026-01-16,7,call,99.26,3.2243,3.5904,3.4074,3.4074,3378,10921,0.8287,0.4398,96.8319
APP,2026-01-09,2026-01-16,7,call,101.26,2.5754,2.8636,2.7195,2.7195,2820,16069,0.8357,0.3739,96.8319
APP,2026-01-09,2026-01-16,7,call,103.26,2.0338,2.2688,2.1513,2.1513,3033,6007,0.8428,0.3136,96.8319
APP,2026-01-09,2026-01-16,7,call,105.26,1.5925,1.7838,1.6882,1.6882,1279,9234,0.8498,0.2599,96.8319
APP,2026-01-09,2026-01-16,7,call,107.26,1.2253,1.4051,1.3152,1.3152,1723,4820,0.8568,0.213,96.8319
APP,2026-01-09,2026-01-16,7,call,109.26,0.9599,1.0764,1.0181,1.0181,1072,6903,0.8638,0.1728,96.8319
APP,2026-01-09,2026-01-16,7,call,111.26,0.7269,0.8406,0.7838,0.7838,546,5161,0.8709,0.139,96.8319
APP,2026-01-09,2026-01-16,7,call,113.26,0.5546,0.6464,0.6005,0.6005,432,3156,0.8779,0.1109,96.8319
